RUNTIME - normalCPs/essentialCPs / conflictAtoms[ms];addToGroup_features_Feature;createConcreteFeature_IN_Feature;createGroup_IN_FeatureModel;deleteConcreteFeature_IN_Feature;FloatTest;moveFeature_FROM_Feature_children_TO_Feature_Feature;addToGroup_features_Feature;changeGroupFromALTtoOR;createConcreteFeature_IN_Feature;createGroup_IN_FeatureModel;deleteExcludeConstraint_IN_FeatureModel;deleteRequireConstraint_IN_FeatureModel;setFeatureConcrete;setFeatureOptional;createAbstractFeature_IN_Feature;deleteAbstractFeature_IN_Feature;changeGroupFromORtoALT;createExcludeConstraint_IN_FeatureModel;createRequireConstraint_IN_FeatureModel;deleteConcreteFeature_IN_Feature;setFeatureAbstract;setFeatureMandatory;mutuallyExchangeMandatoryAndOptional;ReplaceFeature;Generalization_2-4;ExtractALTGroup;Refactoring_1-1;Refactoring_1-3;Refactoring_1-4;Refactoring_1-5;Refactoring_1-8;Specialization_3-4;Specialization_3-6;
deleteConcreteFeature_IN_Feature[#LhsNode:2 ,#LhsEdges:1 ,#deleteNodes:1 ,#deleteEdges:1];134/78/2;86/57/0;132/91/2;115/79/2;38/36/0;124/88/1;136/93/1;45/41/0;87/49/0;130/90/1;143/79/1;138/64/1;91/43/0;73/43/0;69/40/0;89/61/1;30/28/0;112/54/0;118/61/1;98/62/1;73/40/0;71/40/0;106/82/1;107/66/1;136/88/1;155/71/1;143/106/1;114/77/1;148/92/1;147/112/1;147/87/1;143/104/2;181/130/1;
setFeatureAbstract[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];60/30/0;31/33/0;30/31/0;34/30/0;29/30/0;30/30/0;36/31/0;29/30/0;31/31/0;30/29/0;32/30/0;31/31/0;30/31/0;32/29/0;32/29/0;30/30/0;29/30/0;29/33/0;30/34/0;36/33/0;35/34/0;32/33/0;32/33/0;33/33/0;32/31/0;37/33/0;31/32/0;32/31/0;37/35/0;40/34/0;34/35/0;33/32/0;34/33/0;
setFeatureMandatory[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];57/33/0;32/34/0;33/31/1;32/32/0;33/33/0;33/35/0;32/31/0;33/31/0;32/30/0;31/31/0;31/32/0;30/31/0;29/32/0;43/31/0;29/31/0;31/36/0;33/34/0;29/30/0;31/31/0;29/30/0;31/29/0;30/30/0;30/29/0;30/32/0;30/29/0;30/30/0;30/30/0;32/32/0;31/30/0;30/30/0;30/30/0;30/30/0;30/31/0;
mutuallyExchangeMandatoryAndOptional[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];49/30/0;29/31/0;29/29/0;29/29/0;29/29/0;33/34/0;34/31/0;31/32/0;30/30/0;29/31/0;33/29/0;30/32/0;30/34/0;29/31/0;30/32/0;30/37/0;31/31/0;35/34/0;33/33/0;34/36/0;35/36/0;38/33/0;35/36/0;34/32/0;34/34/0;33/41/0;36/36/0;39/37/0;36/35/0;32/33/0;33/34/1;34/35/0;32/35/0;
ReplaceFeature[#LhsNode:3 ,#LhsEdges:3 ,#deleteNodes:1 ,#deleteEdges:3];274/195/1;87/45/1;115/76/0;109/66/1;49/35/0;97/57/1;223/185/2;46/38/1;91/50/0;112/80/2;117/59/1;113/60/1;73/41/0;73/49/1;71/41/0;94/67/0;33/31/0;138/66/0;140/69/1;116/71/1;89/59/1;90/48/0;161/84/1;225/189/1;141/99/1;379/180/1;152/170/1;143/64/2;248/200/1;140/102/1;135/88/1;121/72/1;347/328/4;
Generalization_2-4[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];78/49/0;51/35/0;40/30/0;38/32/0;33/30/0;33/32/1;40/35/0;40/39/0;38/35/0;38/37/0;38/37/0;39/38/0;38/41/0;37/38/0;36/33/0;35/41/0;40/37/0;41/46/0;43/38/0;38/39/0;39/38/0;36/42/0;37/37/0;37/36/0;38/39/0;35/41/0;38/38/0;37/37/0;38/34/0;35/37/0;37/34/0;38/34/0;34/37/0;
ExtractALTGroup[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:1 ,#deleteEdges:5];59/39/0;36/38/0;36/35/0;35/35/0;35/34/0;34/35/0;33/36/0;31/47/0;34/33/0;31/35/0;963/990/1;61/48/0;37/46/0;39/40/0;41/38/0;40/40/0;43/38/0;47/42/0;41/39/0;39/42/0;44/45/0;42/51/0;41/42/0;41/43/0;42/41/0;24664/1298/1;103/56/0;50/48/0;38/45/0;44/42/0;41/42/0;42/40/0;40/38/0;
Refactoring_1-1[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:1 ,#deleteEdges:6];243/84/1;56/47/0;283/90/0;112/66/1;47/43/0;134/64/0;226/98/1;55/57/0;47/48/0;311/115/1;62/59/0;2109/1081/1;83/61/0;50/66/0;64/40/0;106/78/0;47/69/0;48/61/0;47/49/0;128/101/0;65/46/1;52/53/1;247/98/1;157/76/1;216/119/0;70/77/0;7227/3077/2;281/104/0;270/124/0;251/91/0;231/74/0;188/87/0;413/131/1;
Refactoring_1-3[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:1];250/98/0;66/54/0;205/134/1;209/117/1;53/62/1;169/75/0;222/110/1;50/69/0;50/74/0;175/80/1;76/71/1;48/46/1;57/62/0;59/47/0;55/48/0;140/80/0;51/52/0;44/44/0;45/48/1;127/63/1;46/47/0;47/46/0;162/78/1;147/79/0;179/85/1;48/46/0;228/119/1;124/64/1;164/84/0;172/94/1;160/78/0;196/86/1;402/126/1;
Refactoring_1-4[#LhsNode:5 ,#LhsEdges:4 ,#deleteNodes:0 ,#deleteEdges:1];501/126/1;59/49/0;293/104/0;131/69/1;48/74/0;142/81/1;396/98/0;69/52/0;52/51/0;316/108/0;61/73/0;55/52/0;57/55/0;54/54/1;70/55/0;135/92/0;62/55/0;54/62/0;55/55/1;145/73/0;54/54/1;72/66/0;211/122/0;193/75/1;195/84/1;64/64/0;373/94/1;140/64/0;748/106/1;286/94/1;217/89/0;249/99/0;1048/158/1;
Refactoring_1-5[#LhsNode:4 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:1];294/94/0;55/53/0;347/93/1;143/78/0;52/51/1;158/86/0;204/88/1;55/60/0;53/50/0;295/87/0;59/88/0;58/59/0;59/57/0;59/77/0;57/73/0;141/75/0;100/63/0;61/110/0;92/80/0;137/83/0;55/92/0;59/60/1;189/107/0;168/99/0;182/118/1;58/54/0;385/103/1;144/77/0;283/78/1;249/81/0;188/90/0;237/112/0;467/146/1;
Refactoring_1-8[#LhsNode:4 ,#LhsEdges:1 ,#deleteNodes:0 ,#deleteEdges:1];349/160/0;65/101/0;302/94/1;151/96/1;57/62/0;161/85/1;203/124/0;72/56/0;69/55/1;286/95/0;93/76/1;92/63/0;88/67/0;60/78/0;65/61/0;158/99/1;65/78/0;101/60/0;60/67/0;244/80/0;59/60/0;57/57/0;187/120/0;175/83/1;224/86/1;69/78/0;394/107/2;212/114/0;301/114/0;307/100/1;212/89/0;219/126/0;438/129/0;
Specialization_3-4[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];139/91/0;86/61/0;65/74/0;59/73/0;58/89/0;62/67/0;59/80/0;64/59/0;67/100/0;59/62/0;59/67/0;60/104/0;67/68/0;60/67/0;59/64/0;69/58/0;56/55/1;59/80/0;59/58/0;63/66/0;59/57/0;58/58/0;57/83/0;56/54/1;55/59/0;73/67/0;86/62/0;100/68/0;66/62/0;113/64/0;80/68/0;64/107/0;98/64/0;
Specialization_3-6[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:0 ,#deleteEdges:2];2468/167/1;69/70/0;67/95/0;68/64/0;107/95/0;71/130/1;2224/94/1;108/60/0;78/57/0;87/71/0;58/75/0;71/68/0;98/64/0;80/61/0;58/66/0;60/62/1;69/73/0;76/67/0;66/71/1;65/71/0;66/69/0;68/67/0;80/92/0;662/103/1;82/67/0;6592/344/0;145/72/1;89/104/1;4642/117/1;80/72/1;75/78/0;74/92/0;85547/589/1;
Total run times [ms]- normal CPA: 213230 essential CPA: 62913 atomic CPA: 295
