\/firstRule / secondRule->;decapsulateAttribute;pullUpEncapsulatedAttribute;
decapsulateAttribute;107;40;
pullUpEncapsulatedAttribute;59;85;
SUM:;=SUMME(B2:CCC3);
TIMEOUTS:;=ZÄHLENWENN(B2:CCC3."TO");
MAXIMUM:;=MAX(B2:CCC3);
AVERAGE:;=MITTELWERT(B2:CCC3);
