\/firstRule / secondRule->;decapsulateAttribute;pullUpEncapsulatedAttribute;
decapsulateAttribute;79;62;
pullUpEncapsulatedAttribute;10;4;
SUM:;=SUMME(B2:CCC3);
TIMEOUTS:;=ZÄHLENWENN(B2:CCC3."TO");
MAXIMUM:;=MAX(B2:CCC3);
AVERAGE:;=MITTELWERT(B2:CCC3);
