\/firstRule / secondRule->;decapsulateAttribute;pullUpEncapsulatedAttribute;
decapsulateAttribute;81;65;
pullUpEncapsulatedAttribute;21;12;
SUM:;=SUMME(B2:CCC3);
TIMEOUTS:;=ZÄHLENWENN(B2:CCC3."TO");
MAXIMUM:;=MAX(B2:CCC3);
AVERAGE:;=MITTELWERT(B2:CCC3);
