RUNTIME - normalCPs/essentialCPs / conflictAtoms[ms];decapsulateAttribute;pullUpEncapsulatedAttribute;
decapsulateAttribute[#LhsNode:6 ,#LhsEdges:7 ,#deleteNodes:3 ,#deleteEdges:5];746/112/50;445/111/31;
pullUpEncapsulatedAttribute[#LhsNode:8 ,#LhsEdges:9 ,#deleteNodes:0 ,#deleteEdges:3];899/187/8;1908/254/8;
Total run times [ms]- normal CPA: 3998 essential CPA: 664 atomic CPA: 97
