RUNTIME - normalCPs/essentialCPs / conflictAtoms[ms];decapsulateAttribute;pullUpEncapsulatedAttribute;
decapsulateAttribute[#LhsNode:6 ,#LhsEdges:7 ,#deleteNodes:3 ,#deleteEdges:5];853/138/54;488/127/35;
pullUpEncapsulatedAttribute[#LhsNode:8 ,#LhsEdges:9 ,#deleteNodes:0 ,#deleteEdges:3];1125/240/9;1820/217/4;
Total run times [ms]- normal CPA: 4286 essential CPA: 722 atomic CPA: 102
