D-U-CONFLICTS - normalCPs/essentialCPs / conflictAtoms / Candidates / Minimal Reasons;[#LhsNode:6 ,#LhsEdges:7 ,#deleteNodes:3 ,#deleteEdges:5]decapsulateAttribute;[#LhsNode:8 ,#LhsEdges:9 ,#deleteNodes:0 ,#deleteEdges:3]pullUpEncapsulatedAttribute;
decapsulateAttribute;6/3/3/5/2;6/3/3/5/2;
pullUpEncapsulatedAttribute;19/3/5/5/1;17/0/5/5/1;
Total run times [ms]- normal CPA: 3124 essential CPA: 244 atomic CPA: 110
