RUNTIME - normalCPs/essentialCPs / conflictAtoms[ms];decapsulateAttribute;pullUpEncapsulatedAttribute;
decapsulateAttribute[#LhsNode:6 ,#LhsEdges:7 ,#deleteNodes:3 ,#deleteEdges:5];570/106/63;444/80/29;
pullUpEncapsulatedAttribute[#LhsNode:8 ,#LhsEdges:9 ,#deleteNodes:0 ,#deleteEdges:3];579/83/9;2847/210/4;
Total run times [ms]- normal CPA: 4440 essential CPA: 479 atomic CPA: 105
