RUNTIME - essentialCPs / conflictAtoms[ms];addToGroup_features_Feature;createConcreteFeature_IN_Feature;createGroup_IN_FeatureModel;deleteConcreteFeature_IN_Feature;FloatTest;moveFeature_FROM_Feature_children_TO_Feature_Feature;removeFromGroup_features_Feature;addToGroup_features_Feature;changeGroupFromALTtoOR;createConcreteFeature_IN_Feature;createGroup_IN_FeatureModel;deleteExcludeConstraint_IN_FeatureModel;deleteRequireConstraint_IN_FeatureModel;setFeatureConcrete;setFeatureOptional;createAbstractFeature_IN_Feature;deleteAbstractFeature_IN_Feature;changeGroupFromORtoALT;createExcludeConstraint_IN_FeatureModel;createRequireConstraint_IN_FeatureModel;deleteConcreteFeature_IN_Feature;removeFromGroup_features_Feature;setFeatureAbstract;setFeatureMandatory;mutuallyExchangeMandatoryAndOptional;ReplaceFeature;Generalization_2-4;ExtractALTGroup;Refactoring_1-1;Refactoring_1-3;Refactoring_1-4;Refactoring_1-5;Refactoring_1-8;Specialization_3-4;Specialization_3-6;
createGroup_IN_FeatureModel[#LhsNode:4 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];37/1;21/0;21/0;22/0;20/0;21/0;22/0;21/0;21/0;22/0;21/0;21/0;22/1;20/0;19/0;21/0;21/0;22/0;21/0;19/0;20/0;22/0;21/0;21/0;20/0;21/1;21/0;22/0;21/0;21/0;20/0;20/0;21/0;21/0;20/0;
deleteExcludeConstraint_IN_FeatureModel[#LhsNode:4 ,#LhsEdges:5 ,#deleteNodes:1 ,#deleteEdges:5];32/0;21/0;21/0;19/0;20/0;21/0;20/0;21/0;21/0;22/0;20/0;352/3;27/0;23/0;23/0;23/0;23/0;25/0;24/0;24/0;22/0;23/0;23/0;22/0;22/0;22/0;23/0;324/3;42/0;27/0;25/0;26/0;24/0;25/0;26/0;
deleteRequireConstraint_IN_FeatureModel[#LhsNode:4 ,#LhsEdges:5 ,#deleteNodes:1 ,#deleteEdges:5];35/0;30/0;24/0;25/0;24/0;26/0;25/0;24/0;26/0;25/0;25/0;26/0;298/2;48/0;34/0;32/0;25/0;23/0;25/0;25/1;24/1;26/0;29/0;25/0;21/0;24/0;24/0;22/0;427/3;47/0;28/0;26/1;26/0;29/0;27/0;
setFeatureConcrete[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];44/0;25/0;25/0;26/0;23/0;26/0;27/0;25/0;25/0;24/0;25/0;27/0;25/0;77/0;24/0;24/0;83/0;24/0;23/0;24/0;24/0;24/0;23/0;24/0;25/0;23/1;24/0;24/0;25/0;23/0;24/0;23/0;23/0;23/0;25/1;
setFeatureOptional[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];33/0;30/0;84/0;80/0;22/0;23/0;26/0;23/0;24/0;24/0;87/0;26/0;25/0;24/0;74/0;22/0;23/0;23/0;23/0;24/0;23/0;24/0;25/0;24/0;82/0;24/0;91/1;28/0;24/0;93/0;97/0;92/0;25/0;24/0;25/0;
createAbstractFeature_IN_Feature[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];35/0;37/0;40/0;24/0;25/0;25/0;23/0;24/0;25/0;25/0;25/0;26/0;28/0;25/0;24/0;25/0;25/0;25/0;24/0;26/0;36/0;27/0;25/0;26/0;26/0;26/0;25/0;25/0;26/0;25/0;28/0;27/0;24/0;25/0;30/0;
deleteAbstractFeature_IN_Feature[#LhsNode:2 ,#LhsEdges:1 ,#deleteNodes:1 ,#deleteEdges:1];56/1;34/0;45/1;42/1;26/0;39/0;44/1;44/1;27/0;29/0;45/1;40/1;40/1;33/0;32/0;32/0;41/1;29/0;35/0;47/0;44/1;47/0;28/1;33/0;50/1;51/1;52/1;57/1;77/1;59/1;57/2;58/1;54/0;63/1;86/2;
changeGroupFromORtoALT[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];52/0;28/1;29/0;29/0;29/0;28/0;27/0;90/0;28/0;29/0;26/0;28/0;30/0;27/0;26/0;25/0;26/0;91/0;26/0;26/0;26/0;80/0;25/0;25/0;24/0;25/0;26/0;88/0;28/0;26/0;83/0;25/0;25/0;25/0;86/0;
createExcludeConstraint_IN_FeatureModel[#LhsNode:3 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];39/0;41/0;42/0;24/0;25/0;25/0;26/0;26/0;25/0;25/0;25/0;25/0;26/0;25/0;24/0;25/0;25/0;25/0;25/0;24/0;25/0;25/0;25/0;26/0;26/0;28/0;26/0;27/0;28/0;26/0;27/0;26/1;32/0;24/0;27/0;
createRequireConstraint_IN_FeatureModel[#LhsNode:3 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];42/0;44/0;44/0;26/0;26/0;26/0;35/0;27/0;27/0;27/0;26/0;34/0;29/0;29/0;27/0;32/1;27/0;30/0;27/0;26/0;25/0;27/0;26/1;27/0;26/0;25/0;25/0;27/0;27/0;27/0;28/0;27/0;26/0;27/0;30/0;
deleteConcreteFeature_IN_Feature[#LhsNode:2 ,#LhsEdges:1 ,#deleteNodes:1 ,#deleteEdges:1];63/1;35/0;45/1;44/0;29/0;39/1;44/1;50/1;29/1;33/0;46/1;42/0;44/0;28/0;27/0;33/0;44/1;28/0;46/1;38/1;41/1;42/0;41/0;36/0;52/1;52/0;58/1;47/1;61/0;53/1;51/1;62/1;76/1;57/1;107/2;
removeFromGroup_features_Feature[#LhsNode:2 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:2];62/1;30/0;30/0;30/0;35/1;30/0;36/1;45/1;31/1;31/0;30/0;32/0;30/1;27/1;28/0;27/0;27/0;28/0;27/0;26/0;30/0;56/1;30/1;27/0;28/0;40/0;32/0;53/1;31/0;26/0;46/1;30/0;28/0;27/0;59/0;
setFeatureAbstract[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];52/0;26/0;26/0;87/0;27/0;29/0;27/0;27/0;27/0;26/0;26/0;26/0;26/0;26/0;27/0;27/0;26/0;25/0;26/0;26/0;87/0;28/0;82/0;26/0;26/1;26/0;28/0;28/0;31/0;28/0;26/0;28/0;27/0;31/0;29/0;
setFeatureMandatory[#LhsNode:1 ,#LhsEdges:0 ,#deleteNodes:0 ,#deleteEdges:0];49/0;26/0;93/0;28/0;26/0;26/0;28/0;27/0;25/0;27/0;93/0;30/0;28/0;27/0;29/0;30/0;32/0;29/0;28/0;28/0;90/0;27/0;28/0;83/0;92/0;28/0;29/0;27/0;111/0;31/0;27/0;97/0;103/0;115/0;127/0;
mutuallyExchangeMandatoryAndOptional[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];57/0;43/0;165/0;180/0;32/0;32/0;34/0;30/0;30/0;29/0;169/0;29/0;31/0;31/0;128/0;28/0;30/0;35/0;29/0;29/0;169/0;30/0;28/0;122/0;163/0;28/0;164/0;29/0;167/0;158/0;152/0;162/0;167/0;159/0;161/0;
ReplaceFeature[#LhsNode:3 ,#LhsEdges:3 ,#deleteNodes:1 ,#deleteEdges:3];99/2;42/0;51/1;44/1;28/1;49/1;80/1;84/1;34/0;32/0;48/1;45/0;44/0;38/0;35/0;36/0;43/1;29/0;44/1;48/0;50/0;76/1;41/0;40/0;65/1;77/0;59/1;54/0;66/1;46/1;74/1;55/0;54/1;67/0;131/2;
Generalization_2-4[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];56/0;27/0;146/0;156/0;27/0;26/0;26/0;29/0;28/0;28/0;152/0;31/0;27/0;27/0;146/0;36/0;32/0;33/0;31/0;32/0;32/0;33/0;31/0;33/0;176/0;34/1;189/0;35/0;34/0;162/0;163/0;176/0;35/0;33/0;33/0;
ExtractALTGroup[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:1 ,#deleteEdges:5];49/0;32/0;34/0;32/1;33/0;33/0;33/0;107/0;36/0;32/0;31/0;319/1;47/0;33/0;35/0;26/0;28/0;87/0;45/0;28/0;37/0;89/0;26/0;25/0;28/0;26/0;26/0;439/1;34/0;29/0;110/0;35/0;32/0;31/0;115/0;
Refactoring_1-1[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:1 ,#deleteEdges:6];84/1;33/0;48/0;39/0;32/1;45/0;35/0;59/0;45/1;34/0;48/0;34/0;477/2;55/0;38/0;38/1;50/1;31/1;34/0;31/0;43/0;32/0;28/0;28/0;43/1;41/0;33/1;27/1;1502/1;60/0;51/1;53/0;49/0;57/0;72/0;
Refactoring_1-3[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:1];81/1;44/0;41/1;38/0;27/0;37/0;32/0;46/1;28/0;25/0;38/1;32/0;35/0;32/0;28/1;29/0;38/1;29/0;34/1;29/0;40/1;39/0;30/0;30/0;46/1;42/1;49/0;30/0;37/0;42/0;44/1;38/0;43/1;37/0;61/1;
Refactoring_1-4[#LhsNode:5 ,#LhsEdges:4 ,#deleteNodes:0 ,#deleteEdges:1];86/1;39/0;121/0;146/0;33/0;47/0;35/0;61/1;35/0;34/0;145/0;35/0;31/0;31/1;117/0;31/0;42/1;32/0;31/1;32/0;35/0;31/0;31/1;30/0;117/0;53/1;138/0;39/0;35/0;96/1;104/0;113/1;35/1;33/1;56/0;
Refactoring_1-5[#LhsNode:4 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:1];70/1;33/0;118/0;109/1;32/0;43/1;36/0;52/0;35/0;36/0;130/0;37/0;35/0;33/0;107/0;35/0;47/1;37/1;34/0;35/0;40/1;34/0;35/0;36/0;129/0;53/0;160/1;39/0;44/1;134/1;134/0;125/1;47/0;40/0;63/0;
Refactoring_1-8[#LhsNode:4 ,#LhsEdges:1 ,#deleteNodes:0 ,#deleteEdges:1];83/1;66/0;90/0;45/1;31/0;44/0;32/0;57/0;32/0;27/0;40/0;30/0;37/0;37/1;34/0;30/0;41/0;31/0;28/0;29/0;40/0;30/0;30/1;33/0;42/0;44/0;37/0;29/0;58/0;37/0;41/1;52/1;47/0;48/0;64/0;
Specialization_3-4[#LhsNode:3 ,#LhsEdges:2 ,#deleteNodes:0 ,#deleteEdges:0];59/0;28/0;154/0;28/1;28/0;27/0;27/0;28/0;28/0;33/0;168/0;29/0;33/0;31/0;32/0;31/0;31/0;30/0;30/0;30/0;188/1;33/0;30/0;144/0;194/0;33/0;32/0;37/0;208/0;36/0;31/0;204/0;211/0;198/0;218/0;
Specialization_3-6[#LhsNode:5 ,#LhsEdges:7 ,#deleteNodes:0 ,#deleteEdges:2];95/1;77/0;61/0;41/0;33/0;32/0;50/1;50/0;40/0;34/0;38/0;52/0;42/0;39/0;39/1;36/0;36/0;33/1;32/0;32/1;36/0;152/1;55/0;41/0;38/0;52/0;39/0;95/0;43/0;41/0;59/0;37/0;44/0;39/0;59/1;
Total run times [ms]- normal CPA: 0 essential CPA: 51527 atomic CPA: 261
